split,count,mae,mse,rmse,r2,bias_pred_minus_true,true_mean,pred_mean,true_min,true_max,pred_min,pred_max
train_recent5_elo_ge1750,37943,2.220080433723947,11.142906538421924,3.3380992403495022,0.13151196095788453,-3.3707849257259055e-17,1.4245315341433202,1.4245315341433202,-20.0,52.0,-13.580637381626866,15.600086517290755
test_loss_bucket_elo_ge1750,9000,8.038184750854882,161.25165175641368,12.698490136879018,-0.27801041739737253,-7.147423682863759,9.220666666666666,2.0732429838029067,-18.0,82.0,-9.596833363360778,27.825943882078004
